"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","PRT","Portugal","2014","2014",2.16676,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","PRT","Portugal","2015","2015",2.08162,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","PRT","Portugal","2017","2017",2.22697,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1971","1971",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1972","1972",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1974","1974",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1975","1975",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1976","1976",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1977","1977",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1979","1979",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1980","1980",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1981","1981",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1982","1982",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1986","1986",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1987","1987",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","1988","1988",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2001","2001",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2004","2004",0.49818,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2005","2005",0.44141,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2006","2006",0.29088,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2007","2007",0.27131,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2008","2008",0.32234,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2009","2009",0.26388,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2010","2010",0.3354,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2011","2011",0.29897,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2012","2012",0.66456,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2013","2013",0.29397,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GHA","Ghana","2014","2014",0.32796,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1987","1987",5.16433,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1988","1988",5.29059,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1989","1989",4.85255,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1990","1990",5.12579,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1991","1991",5.73735,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1993","1993",5.88602,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1994","1994",5.80609,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1996","1996",5.57575,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","1999","1999",5.87523,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2000","2000",5.44358,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2001","2001",5.15948,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2002","2002",5.06622,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2003","2003",4.86485,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2004","2004",5.06891,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2005","2005",5.0632,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2006","2006",5.07257,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2007","2007",4.97414,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2008","2008",4.866,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2009","2009",5.24869,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2010","2010",5.72174,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2011","2011",5.88102,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2012","2012",6.07742,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2013","2013",5.86466,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2015","2015",5.95619,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2016","2016",5.94285,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2017","2017",6.11306,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2018","2018",6.15899,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",6.50505,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2013","2013",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2014","2014",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2015","2015",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2016","2016",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","HND","Honduras","2019","2019",,"a","Category not applicable"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","1998","1998",3.52571,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","1999","1999",3.61178,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","2000","2000",3.83598,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","2001","2001",5.40196,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","2002","2002",5.42277,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","2003","2003",5.12374,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","2005","2005",2.95447,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","AIA","Anguilla","2008","2008",2.84263,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1971","1971",7.25052,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1972","1972",7.21458,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1973","1973",6.47993,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1974","1974",7.2869,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1975","1975",6.22974,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1976","1976",7.14049,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1977","1977",6.38757,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","1978","1978",6.68103,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","2013","2013",6.48108,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","PRI","Puerto Rico","2014","2014",6.07266,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1978","1978",1.4874,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1979","1979",1.41728,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1980","1980",1.31043,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1982","1982",1.18902,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1983","1983",1.70146,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1985","1985",1.70683,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1986","1986",1.70531,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1987","1987",1.60429,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1988","1988",1.64609,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1989","1989",1.55022,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1990","1990",1.56286,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1991","1991",1.56541,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1992","1992",1.49562,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1993","1993",1.46648,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1994","1994",1.51695,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1995","1995",1.41904,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","1996","1996",1.55217,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2000","2000",1.14558,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2005","2005",1.08984,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2006","2006",1.0441,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2007","2007",1.04879,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2008","2008",1.04158,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2009","2009",1.12461,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2010","2010",1.23637,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2011","2011",1.17738,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2012","2012",1.15291,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2013","2013",1.35703,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2014","2014",1.37066,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2015","2015",1.53259,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2016","2016",1.41548,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","AUS","Australia","2017","2017",1.28691,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SMR","San Marino","2010","2010",1.03884,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SMR","San Marino","2011","2011",0.96661,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SMR","San Marino","2017","2017",1.17041,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SMR","San Marino","2018","2018",1.14201,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1970","1970",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1971","1971",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1972","1972",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1973","1973",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1974","1974",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1975","1975",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1976","1976",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1977","1977",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1978","1978",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1979","1979",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1980","1980",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1981","1981",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1982","1982",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1983","1983",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1984","1984",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1985","1985",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1986","1986",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1987","1987",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","1999","1999",0.13355,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","2000","2000",0.14941,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","2001","2001",0.12048,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","2002","2002",0.09033,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","2004","2004",0.14312,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","2007","2007",0.14719,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PAN","Panama","2011","2011",0.09561,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2002","2002",0.31263,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2009","2009",0.24823,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2010","2010",0.24811,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2011","2011",0.30222,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.28027,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",0.59384,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",0.53237,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","1998","1998",0.5789,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","1999","1999",0.42263,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2000","2000",0.53077,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2001","2001",0.54889,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2002","2002",0.55608,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2004","2004",0.45746,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2005","2005",0.49699,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2006","2006",0.63753,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2007","2007",0.67403,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2008","2008",0.73243,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2009","2009",0.73914,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2010","2010",0.84359,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2011","2011",1.00667,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2012","2012",1.06783,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2013","2013",1.10478,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2014","2014",1.11633,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2015","2015",1.14936,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2016","2016",1.17882,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRA","Brazil","2017","2017",1.19161,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1973","1973",1.30481,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1974","1974",1.5495,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1975","1975",1.62322,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1976","1976",1.57767,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1977","1977",1.65891,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1978","1978",1.83563,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1979","1979",2.03958,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1980","1980",2.12512,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1981","1981",2.07889,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1982","1982",2.00272,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1983","1983",2.04878,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1984","1984",2.18281,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1985","1985",2.48277,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1986","1986",1.89357,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1987","1987",1.8076,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1988","1988",1.46934,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1989","1989",1.86025,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1990","1990",1.74065,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1991","1991",1.76072,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1992","1992",1.77813,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1993","1993",1.88237,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1994","1994",2.00895,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1998","1998",1.95321,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","1999","1999",1.92448,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2000","2000",1.83746,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2001","2001",1.89627,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2002","2002",1.92817,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2003","2003",1.83582,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2004","2004",1.7503,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2005","2005",1.66519,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2006","2006",1.66214,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2007","2007",1.51894,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2008","2008",1.60449,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2009","2009",1.47507,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2010","2010",1.42004,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2011","2011",1.41679,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2012","2012",1.73244,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2013","2013",1.70825,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2014","2014",1.69487,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2015","2015",1.79693,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2016","2016",1.80293,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ISR","Israel","2017","2017",1.86732,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","YEM","Yemen","2008","2008",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","YEM","Yemen","2013","2013",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1970","1970",0.61375,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1971","1971",0.68167,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1972","1972",0.70073,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1973","1973",0.7629,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1974","1974",0.74588,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1975","1975",0.79504,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1976","1976",0.77452,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHE","Switzerland","1977","1977",0.81668,,
