Country Name,Indicator Id,Indicator,Subindicator Type,2007,2007-2008,2008,2008-2009,2009,2009-2010,2010,2010-2011,2011,2011-2012,2012,2012-2013,2013,2013-2014,2014,2014-2015,2015,2015-2016,2016,2016-2017,2017,2017-2018,2018,2019
Mali,517,Intensity of local competition,1-7 Best,,4.373800509,,4.887596341,,4.782616124,,4.838743309,,4.480666588,,4.192927274,,4.498346927,,4.703840926,,4.464341583,,4.429864771,,4.62541008,,
Mali,518,Intensity of local competition,Rank,,94,,73,,77,,73,,95,,110,,111,,97,,113,,121,,109,,
Malta,517,Intensity of local competition,1-7 Best,,5.657060508,,5.548866712,,5.462479271,,5.7902352,,5.778931989,,5.763370564,,6.0080252,,6.085349453,,5.844257659,,5.993300533,,6.174284458,,
Malta,518,Intensity of local competition,Rank,,20,,29,,28,,9,,11,,10,,4,,3,,12,,4,,2,,
Myanmar,517,Intensity of local competition,1-7 Best,,,,,,,,,,,,,,4.610421,,4.680226868,,4.382339849,,,,,,
Myanmar,518,Intensity of local competition,Rank,,,,,,,,,,,,,,97,,100,,118,,,,,,
Montenegro,517,Intensity of local competition,1-7 Best,,4.361111111,,4.580192084,,4.452062771,,4.011938858,,4.03269282,,4.091157199,,3.865432722,,3.88003067,,4.179177571,,4.275663932,,4.423576832,,
Montenegro,518,Intensity of local competition,Rank,,96,,91,,99,,122,,121,,114,,135,,135,,131,,124,,122,,
Mongolia,517,Intensity of local competition,1-7 Best,,4.578401742,,4.554631368,,4.492106068,,4.532391046,,4.479842627,,4.605252083,,4.60359297,,4.88405003,,4.959583282,,4.603610344,,4.493483067,,
Mongolia,518,Intensity of local competition,Rank,,83,,95,,98,,95,,96,,86,,98,,82,,78,,109,,116,,
Mozambique,517,Intensity of local competition,1-7 Best,,3.609649727,,3.473919755,,3.785152553,,4.035997434,,3.898757192,,3.756149117,,4.197866475,,4.715585453,,4.56310251,,4.477448082,,4.468149185,,
Mozambique,518,Intensity of local competition,Rank,,125,,129,,127,,120,,129,,133,,126,,96,,108,,117,,118,,
Mauritania,517,Intensity of local competition,1-7 Best,,3.687997683,,4.143998585,,4.512214637,,3.751996975,,3.411680782,,3.928343269,,4.520096618,,4.079945459,,3.964614438,,4.695504024,,4.992797375,,
Mauritania,518,Intensity of local competition,Rank,,122,,116,,97,,132,,137,,125,,108,,131,,135,,101,,73,,
Mauritius,517,Intensity of local competition,1-7 Best,,4.661026936,,4.78075528,,4.886856569,,5.064964766,,5.038139472,,5.151658525,,5.455710708,,5.604092562,,5.460608186,,5.300972704,,5.341979027,,
Mauritius,518,Intensity of local competition,Rank,,76,,80,,72,,56,,57,,42,,30,,24,,32,,48,,46,,
Malawi,517,Intensity of local competition,1-7 Best,,,,4.848146,,4.706831934,,4.660124023,,4.379046727,,3.9146266,,4.271454023,,4.946331794,,5.094660208,,4.583198218,,4.42567873,,
Malawi,518,Intensity of local competition,Rank,,,,77,,85,,83,,101,,126,,125,,76,,66,,113,,121,,
Malaysia,517,Intensity of local competition,1-7 Best,,5.664855464,,5.525903228,,5.268555848,,5.30816767,,5.44582138,,5.362778381,,5.436538965,,5.496797764,,5.406647283,,5.384848523,,5.437293053,,
Malaysia,518,Intensity of local competition,Rank,,19,,31,,42,,38,,26,,36,,32,,34,,37,,40,,35,,
Namibia,517,Intensity of local competition,1-7 Best,,4.653089458,,4.477658579,,4.675936972,,4.624162762,,4.578411636,,4.536539299,,4.593908806,,4.640492122,,4.636672429,,4.667533564,,4.717086792,,
Namibia,518,Intensity of local competition,Rank,,77,,99,,86,,88,,87,,91,,99,,104,,100,,103,,101,,
Nigeria,517,Intensity of local competition,1-7 Best,,4.486049679,,5.412320556,,5.425818286,,4.975558395,,4.764412071,,4.534401171,,4.913309569,,5.279105358,,5.150680469,,5.033614089,,5.09085989,,
Nigeria,518,Intensity of local competition,Rank,,89,,36,,34,,62,,73,,92,,76,,50,,60,,75,,70,,
Nicaragua,517,Intensity of local competition,1-7 Best,,4.013080541,,3.926116015,,3.840355701,,3.92645235,,4.051048846,,3.856673276,,3.837532145,,4.175218511,,4.695634905,,4.695634905,,4.599999905,,
Nicaragua,518,Intensity of local competition,Rank,,114,,122,,125,,125,,118,,129,,136,,130,,96,,100,,112,,
Netherlands,517,Intensity of local competition,1-7 Best,,5.883019608,,6.105111145,,5.97569194,,5.771500292,,5.873973958,,6.073339879,,6.00461894,,5.865744167,,5.859410975,,5.898103058,,5.940104485,,
Netherlands,518,Intensity of local competition,Rank,,9,,3,,4,,10,,6,,1,,5,,14,,11,,11,,7,,
Norway,517,Intensity of local competition,1-7 Best,,5.603651053,,5.660977068,,5.6467358,,5.493751878,,5.378384303,,5.388621502,,5.340171539,,5.336815182,,5.284497323,,5.136292595,,5.274128437,,
Norway,518,Intensity of local competition,Rank,,22,,21,,19,,27,,32,,32,,39,,49,,50,,69,,57,,
Nepal,517,Intensity of local competition,1-7 Best,,4.585383568,,4.411703596,,4.224747928,,4.238995699,,4.029089305,,4.154948846,,4.50945705,,4.766302766,,4.927879612,,4.913510169,,4.798454762,,
Nepal,518,Intensity of local competition,Rank,,81,,106,,110,,108,,123,,112,,109,,94,,82,,83,,92,,
New Zealand,517,Intensity of local competition,1-7 Best,,5.401596681,,5.111019304,,5.155762089,,4.970351883,,5.16749129,,5.507429681,,5.438783109,,5.592115633,,5.67623562,,5.477399349,,5.361285686,,
New Zealand,518,Intensity of local competition,Rank,,34,,58,,53,,64,,45,,24,,31,,26,,16,,29,,45,,
Oman,517,Intensity of local competition,1-7 Best,,4.357142857,,4.728558667,,4.996803158,,5.08418765,,5.097679461,,5.10099435,,5.195165,,4.997455946,,4.709410693,,4.599601774,,4.599601746,,
Oman,518,Intensity of local competition,Rank,,97,,84,,59,,53,,54,,47,,54,,73,,95,,112,,113,,
Pakistan,517,Intensity of local competition,1-7 Best,,4.215503652,,4.244907229,,4.669424816,,4.630374504,,4.540679453,,4.6218612,,4.889935225,,4.871771387,,4.68904746,,4.468894009,,4.443894863,,
Pakistan,518,Intensity of local competition,Rank,,105,,112,,87,,87,,91,,85,,79,,84,,98,,118,,120,,
Panama,517,Intensity of local competition,1-7 Best,,4.827134025,,4.914171847,,4.900795369,,5.017412911,,5.199056071,,5.014671725,,4.969905027,,5.102170449,,5.280017434,,5.424538067,,5.324145794,,
Panama,518,Intensity of local competition,Rank,,68,,72,,71,,58,,43,,55,,71,,67,,52,,34,,48,,
Peru,517,Intensity of local competition,1-7 Best,,5.091259058,,5.235397802,,4.907544895,,4.866955563,,5.092825464,,5.094800878,,5.098576415,,5.068268889,,5.167276255,,5.177771067,,5.140502453,,
Peru,518,Intensity of local competition,Rank,,53,,47,,70,,68,,55,,49,,61,,70,,58,,67,,67,,
Philippines,517,Intensity of local competition,1-7 Best,,5.019017094,,4.876517564,,4.730434445,,4.936821082,,5.164034937,,5.09350404,,5.070592654,,5.154717788,,5.226790619,,5.212604989,,5.278306484,,
Philippines,518,Intensity of local competition,Rank,,57,,74,,81,,65,,47,,50,,63,,61,,56,,60,,54,,
Poland,517,Intensity of local competition,1-7 Best,,4.724996019,,5.349202239,,5.434234319,,5.372140295,,5.337801878,,5.416623693,,5.347422828,,5.271929222,,5.287069098,,5.308592968,,5.27769804,,
Poland,518,Intensity of local competition,Rank,,70,,40,,33,,35,,38,,30,,38,,51,,48,,47,,55,,
Puerto Rico,517,Intensity of local competition,1-7 Best,,5.86440678,,5.96222602,,5.65163903,,5.45483525,,5.591408519,,5.670025545,,5.858560378,,6.034173553,,,,,,,,
Puerto Rico,518,Intensity of local competition,Rank,,11,,8,,18,,29,,20,,17,,9,,7,,,,,,,,
Portugal,517,Intensity of local competition,1-7 Best,,5.275362138,,5.337188425,,5.251333671,,5.174342675,,5.062368502,,4.936899748,,4.902569447,,5.144943623,,5.258704203,,5.230902772,,5.255724907,,
Portugal,518,Intensity of local competition,Rank,,44,,41,,46,,45,,56,,62,,77,,63,,54,,56,,59,,
Paraguay,517,Intensity of local competition,1-7 Best,,4.117569805,,4.112007084,,4.022312573,,4.108246236,,4.420389605,,4.804558336,,5.181246849,,5.076320962,,4.951273603,,5.038658615,,4.988038063,,
Paraguay,518,Intensity of local competition,Rank,,111,,117,,119,,117,,100,,73,,57,,68,,79,,74,,74,,
Qatar,517,Intensity of local competition,1-7 Best,,5.004959997,,5.127230922,,5.716987054,,6.066341432,,5.884892,,5.736083029,,5.759573059,,5.725190238,,5.54936721,,5.742293951,,5.551433086,,
Qatar,518,Intensity of local competition,Rank,,59,,53,,14,,3,,5,,12,,16,,18,,25,,17,,21,,
Romania,517,Intensity of local competition,1-7 Best,,4.583194793,,4.706951136,,4.921355334,,4.715805466,,4.457703998,,4.303905044,,4.399095388,,4.357553111,,4.514890285,,4.788536069,,4.855969429,,
Romania,518,Intensity of local competition,Rank,,82,,86,,69,,79,,97,,102,,115,,120,,112,,93,,86,,
Russian Federation,517,Intensity of local competition,1-7 Best,,4.45414863,,4.357463445,,4.299637643,,4.138929949,,3.986524705,,3.964294532,,4.486097982,,4.973869182,,4.973869182,,4.950063752,,5.020633698,,
Russian Federation,518,Intensity of local competition,Rank,,92,,108,,106,,115,,124,,124,,113,,74,,77,,81,,72,,
Rwanda,517,Intensity of local competition,1-7 Best,,,,,,,,4.337939,,4.369230264,,4.392456,,4.735864344,,4.933503,,5.041148981,,4.983149485,,4.879826546,,
Rwanda,518,Intensity of local competition,Rank,,,,,,,,100,,102,,98,,90,,78,,70,,77,,84,,
Saudi Arabia,517,Intensity of local competition,1-7 Best,,5.094736842,,5.163494003,,5.344916318,,5.565795338,,5.629323,,5.706937769,,5.685625053,,5.408957816,,5.387874989,,5.401771415,,5.386755466,,
Saudi Arabia,518,Intensity of local competition,Rank,,51,,50,,37,,24,,17,,14,,18,,40,,40,,37,,41,,
Senegal,517,Intensity of local competition,1-7 Best,,5.128205128,,5.417194487,,5.323525205,,5.111052202,,5.009408797,,5.056069978,,5.131951311,,4.88517937,,4.947859563,,5.235292012,,5.092869282,,
Senegal,518,Intensity of local competition,Rank,,47,,35,,38,,49,,61,,52,,58,,81,,80,,54,,69,,
Singapore,517,Intensity of local competition,1-7 Best,,5.48209461,,5.532457114,,5.6136217,,5.458545448,,5.377356635,,5.543754255,,5.6440947,,5.665087486,,5.577558951,,5.616157147,,5.718643665,,
Singapore,518,Intensity of local competition,Rank,,29,,30,,21,,28,,33,,21,,19,,20,,21,,20,,16,,
Sierra Leone,517,Intensity of local competition,1-7 Best,,,,,,,,,,,,3.680207,,4.12419835,,4.476216035,,4.28186396,,4.132683059,,3.896071434,,
Sierra Leone,518,Intensity of local competition,Rank,,,,,,,,,,,,136,,130,,116,,124,,131,,133,,
El Salvador,517,Intensity of local competition,1-7 Best,,4.893780328,,4.99103901,,5.258048059,,5.249177613,,5.304456921,,4.924871697,,4.55282189,,4.803600802,,5.126006809,,5.259392178,,5.259608746,,
El Salvador,518,Intensity of local competition,Rank,,67,,67,,43,,41,,40,,64,,105,,89,,62,,53,,58,,
Serbia,517,Intensity of local competition,1-7 Best,,3.604651163,,3.689595959,,4.011190095,,3.792959271,,3.605149225,,3.61452345,,3.827151644,,4.199941479,,4.274978766,,4.234848332,,4.498873234,,
Serbia,518,Intensity of local competition,Rank,,126,,128,,120,,131,,136,,137,,138,,128,,125,,128,,115,,
Suriname,517,Intensity of local competition,1-7 Best,,,,,,,,,,4.830166,,4.748203786,,4.734582115,,4.683493142,,,,,,,,
Suriname,518,Intensity of local competition,Rank,,,,,,,,,,70,,76,,91,,98,,,,,,,,
Slovak Republic,517,Intensity of local competition,1-7 Best,,5.346398046,,5.682809583,,5.567823882,,5.394265114,,5.354580071,,5.477710103,,5.472317967,,5.50201387,,5.537290367,,5.523256682,,5.436590672,,
Slovak Republic,518,Intensity of local competition,Rank,,38,,17,,25,,33,,37,,27,,29,,32,,27,,25,,36,,
Slovenia,517,Intensity of local competition,1-7 Best,,5.292152489,,5.089911958,,5.073572954,,5.187838788,,5.121793,,5.200270753,,5.231686929,,5.115431695,,5.121203917,,5.232421768,,5.40582943,,
Slovenia,518,Intensity of local competition,Rank,,43,,60,,56,,43,,51,,41,,49,,66,,64,,55,,38,,
Sweden,517,Intensity of local competition,1-7 Best,,6.016087344,,5.759902059,,5.616386155,,5.8634052,,5.782527407,,5.534515081,,5.566118775,,5.408367119,,5.456050953,,5.589690871,,5.505934715,,
Sweden,518,Intensity of local competition,Rank,,5,,14,,20,,5,,10,,22,,23,,41,,33,,22,,25,,
Swaziland,517,Intensity of local competition,1-7 Best,,,,,,,,4.323265,,4.040416063,,4.175569356,,4.359733486,,4.5063257,,4.766985989,,,,4.260000229,,
Swaziland,518,Intensity of local competition,Rank,,,,,,,,102,,119,,111,,117,,115,,87,,,,126,,
Seychelles,517,Intensity of local competition,1-7 Best,,,,,,,,,,,,4.544955,,4.593212194,,4.231099169,,4.231099169,,,,4.957446575,,
Seychelles,518,Intensity of local competition,Rank,,,,,,,,,,,,90,,100,,127,,129,,,,80,,
Syrian Arab Republic,517,Intensity of local competition,1-7 Best,,5.104166667,,5.079370395,,4.926518121,,4.850207582,,5.169796199,,,,,,,,,,,,,,
Syrian Arab Republic,518,Intensity of local competition,Rank,,49,,62,,67,,70,,44,,,,,,,,,,,,,,
Chad,517,Intensity of local competition,1-7 Best,,3.215287881,,3.106151844,,3.035214378,,3.111915448,,3.186821774,,3.300260795,,3.34312552,,3.790686625,,3.724654786,,3.616225498,,3.65958786,,
Chad,518,Intensity of local competition,Rank,,130,,133,,133,,139,,141,,142,,145,,137,,139,,137,,135,,
Thailand,517,Intensity of local competition,1-7 Best,,5.296449275,,5.268742734,,5.287702267,,5.322775324,,5.118029159,,5.02936475,,5.316141733,,5.420497121,,5.362974065,,5.313455047,,5.365214825,,
Thailand,518,Intensity of local competition,Rank,,42,,45,,41,,37,,52,,54,,41,,38,,42,,44,,43,,
Tajikistan,517,Intensity of local competition,1-7 Best,,4.014412614,,4.275535859,,4.0603094,,4.009889877,,4.084919359,,4.233670443,,,,4.319587708,,4.587339803,,4.729319482,,4.729319572,,
Tajikistan,518,Intensity of local competition,Rank,,113,,110,,117,,123,,116,,107,,,,122,,107,,97,,99,,
Timor-Leste,517,Intensity of local competition,1-7 Best,,3.057748703,,2.782162044,,3.144074031,,3.470289766,,3.401598495,,3.423161886,,3.494520912,,3.784298747,,,,,,,,
Timor-Leste,518,Intensity of local competition,Rank,,131,,134,,132,,137,,138,,141,,142,,138,,,,,,,,
Trinidad and Tobago,517,Intensity of local competition,1-7 Best,,4.720223064,,4.871280268,,5.036213972,,5.156603741,,4.865919729,,4.56209789,,4.744156017,,5.154256886,,5.285731369,,5.216763226,,5.200386524,,
Trinidad and Tobago,518,Intensity of local competition,Rank,,72,,75,,58,,47,,69,,88,,88,,62,,49,,58,,65,,
Tunisia,517,Intensity of local competition,1-7 Best,,5.319160314,,5.440274859,,5.287720453,,5.389515277,,5.22821378,,,,4.865145994,,4.77613524,,4.749947246,,4.851312334,,4.958240032,,
Tunisia,518,Intensity of local competition,Rank,,41,,34,,40,,34,,42,,,,80,,92,,90,,84,,79,,
Turkey,517,Intensity of local competition,1-7 Best,,5.454690047,,5.30776878,,5.438764412,,5.663194482,,5.698320644,,5.685580244,,5.791869857,,5.929308135,,5.870332691,,5.877568025,,5.877568245,,
Turkey,518,Intensity of local competition,Rank,,31,,42,,32,,15,,13,,16,,15,,11,,10,,12,,9,,
Tanzania,517,Intensity of local competition,1-7 Best,,4.485946754,,4.262673828,,4.2870738,,4.299064021,,4.16197513,,4.210514919,,4.182696798,,4.318284609,,4.52925458,,4.720508181,,4.624798298,,
Tanzania,518,Intensity of local competition,Rank,,90,,111,,108,,104,,111,,109,,127,,123,,111,,99,,110,,
Uganda,517,Intensity of local competition,1-7 Best,,4.724825175,,4.938692544,,5.099741203,,4.871466952,,4.706838035,,4.727033473,,5.021974413,,5.240966176,,5.28365577,,5.30981784,,5.275492668,,
Uganda,518,Intensity of local competition,Rank,,71,,69,,55,,67,,78,,77,,67,,55,,51,,45,,56,,
Ukraine,517,Intensity of local competition,1-7 Best,,4.449181297,,4.432682104,,4.203408809,,4.102104576,,4.03531725,,4.279989569,,4.536749126,,4.679932362,,4.656666541,,4.60948342,,4.967778206,,
Ukraine,518,Intensity of local competition,Rank,,93,,105,,111,,118,,120,,104,,106,,101,,99,,108,,78,,
Uruguay,517,Intensity of local competition,1-7 Best,,4.179621479,,4.164049925,,4.153451679,,4.278439083,,4.366895496,,4.362844102,,4.464618658,,4.662909205,,4.735705387,,4.636700412,,4.617037773,,
Uruguay,518,Intensity of local competition,Rank,,107,,115,,114,,105,,103,,99,,114,,103,,92,,105,,111,,
United States,517,Intensity of local competition,1-7 Best,,5.903564639,,6.072202893,,5.906612595,,5.642406439,,5.609015015,,5.646643877,,5.818868392,,5.936905422,,6.014546849,,5.977231032,,6.000082493,,
United States,518,Intensity of local competition,Rank,,8,,4,,5,,16,,18,,18,,14,,10,,4,,5,,6,,
"Venezuela, RB",517,Intensity of local competition,1-7 Best,,3.692530654,,3.358102462,,3.312329675,,3.188122924,,3.337662518,,3.269198889,,3.043577032,,2.869294643,,2.747573328,,2.733678484,,2.81611681,,
"Venezuela, RB",518,Intensity of local competition,Rank,,121,,131,,131,,138,,140,,143,,147,,143,,140,,138,,137,,
Vietnam,517,Intensity of local competition,1-7 Best,,4.982455295,,5.117663264,,4.95278708,,4.781765465,,4.96921116,,5.1483867,,5.206117166,,5.123679041,,5.037184353,,4.951331451,,4.660991669,,
Vietnam,518,Intensity of local competition,Rank,,61,,56,,62,,75,,62,,44,,51,,65,,71,,80,,108,,
"Yemen, Rep.",517,Intensity of local competition,1-7 Best,,,,,,,,,,4.738501,,4.702362029,,4.357566196,,4.267393496,,,,4.274566555,,4.101714611,,
"Yemen, Rep.",518,Intensity of local competition,Rank,,,,,,,,,,77,,80,,118,,125,,,,125,,130,,
South Africa,517,Intensity of local competition,1-7 Best,,5.091341751,,5.093278978,,4.989861239,,4.971092291,,5.150528,,5.066420847,,5.263978802,,5.461331353,,5.351871731,,5.457669856,,5.363322735,,
South Africa,518,Intensity of local competition,Rank,,52,,59,,60,,63,,49,,51,,45,,36,,43,,30,,44,,
Zambia,517,Intensity of local competition,1-7 Best,,3.425241058,,4.452378478,,4.546603897,,4.643374161,,4.76391774,,4.953984286,,5.233046544,,5.594112116,,5.542605993,,5.19643615,,4.912938595,,
Zambia,518,Intensity of local competition,Rank,,128,,103,,95,,85,,74,,61,,48,,25,,26,,63,,83,,
Zimbabwe,517,Intensity of local competition,1-7 Best,,3.419444444,,3.402531521,,3.442367306,,4.075850759,,4.510400033,,4.449778033,,4.854777093,,4.937164602,,4.760209571,,4.818372583,,4.684800625,,
Zimbabwe,518,Intensity of local competition,Rank,,129,,130,,129,,119,,94,,94,,81,,77,,88,,90,,103,,
